2017,"Performance prediction for burstable cloud resources","Dubois D.J., Casale G.",,"ValueTools 2016 - 10th EAI International Conference on Performance Evaluation Methodologies and Tools",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,3
2017,"Evaluating urban forms for comparison studies in the massing design stage","Chen K.W., Norford L.",20711050,"Sustainability (Switzerland)",9, 6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,5,15,1,16
2017,"Development of a suitability model for estimation of global urban land cover","Kii M., Nakamura K.",23521457,"Transportation Research Procedia",25, ,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,8,1,9
2017,"Technopopulism: The emergence of a discursive formation","Deseriis M.",1726670X,"TripleC",15, 2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,5,1,24,3,27
2017,"Harnessing open-source technology for low-cost automation in synthesis: Flow chemical deprotection of silyl ethers using a homemade autosampling system","O'Brien M., Konings L., Martin M., Heap J.",00404039,"Tetrahedron Letters",58, 25,0,0,0,0,0,0,0,0,0,0,0,2,10,2,5,5,3,27,1,28
2017,"Evidence-based transit and land use sketch planning using interactive accessibility methods on combined schedule and headway-based networks","Wigginton Conway M., Byrd A., Van Der Linden M.",03611981,"Transportation Research Record",2653, ,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,4,2,18,7,25
2017,"The challenges of applying planetary boundaries as a basis for strategic decision-making in companies with global supply chains","Clift R., Sim S., King H., Chenoweth J.L., Christie I., Clavreul J., Mueller C., Posthuma L., Boulay A.-M., Chaplin-Kramer R., Chatterton J., DeClerck F., Druckman A., France C., Franco A., Gerten D., Goedkoop M., Hauschild M.Z., Huijbregts M.A.J., Koellner T., Lambin E.F., Lee J., Mair S., Marshall S., McLachlan M.S., Mila i Canals L., Mitchell C., Price E., Rockstrom J., Suckling J., Murphy R.",20711050,"Sustainability (Switzerland)",9, 2,0,0,0,0,0,0,0,0,0,0,0,2,8,14,13,14,14,65,11,76
2017,"Continuous flow iodination using an automated computer-vision controlled liquid-liquid extraction system","O'Brien M., Cooper D.A., Dolan J.",00404039,"Tetrahedron Letters",58, 9,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,3,1,15,1,16
2017,"Implementation of a personal area network for secure routing in MANETs by using low-cost hardware","Saha H.N., Singh R., Bhattacharyya D., Banerjee P.K.",13000632,"Turkish Journal of Electrical Engineering and Computer Sciences",25, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2017,"KymoAnalyzer: a software tool for the quantitative analysis of intracellular transport in neurons","Neumann S., Chassefeyre R., Campbell G.E., Encalada S.E.",13989219,"Traffic",18, 1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,16,15,49,9,58
2017,"Equivalent linearization method using Gaussian mixture (GM-ELM) for nonlinear random vibration analysis","Wang Z., Song J.",01674730,"Structural Safety",64, ,0,0,0,0,0,0,0,0,0,0,0,1,6,5,5,5,5,27,5,32
2017,"Development and evaluation of a self-cleaning custom-built auto sampler controlled by a low-cost RaspberryPi microcomputer for online enzymatic activity measurements","Stadler P., Farnleitner A.H., Zessner M.",00399140,"Talanta",162, ,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,7,0,7
2016,"Visual analysis of nonlinear dynamical systems: Chaos, fractals, self-similarity and the limits of prediction","Boeing G.",20798954,"Systems",4, 4,0,0,0,0,0,0,0,0,0,0,0,12,43,52,46,33,26,212,15,227
2016,"Towards a service-oriented architecture for a mobile assistive system with real-time environmental sensing","Triboan D., Chen L., Chen F., Wang Z.",10070214,"Tsinghua Science and Technology",21, 6,0,0,0,0,0,0,0,0,0,0,0,3,1,5,2,1,0,12,2,14
2016,"The Identification of Hereditary and Environmental Determinants of Frailty in a Cohort of UK Twins","Young A.C.M., Glaser K., Spector T.D., Steves C.J.",18324274,"Twin Research and Human Genetics",19, 6,0,0,0,0,0,0,0,0,0,0,0,1,6,2,6,6,3,24,2,26
2016,"FourD: Do developers discuss design? Revisited","Shakiba A., Green R., Dyer R.",,"SWAN 2016 - Proceedings of the 2nd International Workshop on Software Analytics, co-located with FSE 2016",, ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,4,0,4
2016,"Using a VGI and GIS-based multicriteria approach for assessing the potential of rural tourism in Extremadura (Spain)","Gonzalez-Ramiro A., Goncalves G., Sanchez-Rios A., Jeong J.S.",20711050,"Sustainability (Switzerland)",8, 11,0,0,0,0,0,0,0,0,0,0,0,2,6,4,5,11,5,33,3,36
2016,"Private sharing of IOCs and sightings","Van De Kamp T., Peter A., Everts M.H., Jonker W.",,"WISCS 2016 - Proceedings of the 2016 ACM Workshop on Information Sharing and Collaborative Security, co-located with CCS 2016",, ,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,2,9,2,11
2016,"Zooids: Building blocks for swarm user interfaces","Le Goc M., Kim L.H., Parsaei A., Fekete J.-D., Dragicevic P., Follmer S.",,"UIST 2016 - Proceedings of the 29th Annual Symposium on User Interface Software and Technology",, ,0,0,0,0,0,0,0,0,0,0,0,15,21,24,23,26,28,137,19,156
2016,"Catch-up validation study of an in vitro skin irritation test method based on an open source reconstructed epidermis (phase II)","Groeber F., Schober L., Schmid F.F., Traube A., Kolbus-Hernandez S., Daton K., Hoffmann S., Petersohn D., Schafer-Korting M., Walles H., Mewes K.R.",08872333,"Toxicology in Vitro",36, ,0,0,0,0,0,0,0,0,0,0,2,2,2,4,5,8,6,29,3,32
2016,"Catch-up validation study of an in vitro skin irritation test method based on an open source reconstructed epidermis (phase I)","Mewes K.R., Fischer A., Zoller N.N., Laubach V., Bernd A., Jacobs A., van Rompay A., Liebsch M., Pirow R., Petersohn D.",08872333,"Toxicology in Vitro",36, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,4,1,13,4,17
2016,"Barriers to open e-learning in public administrations: A comparative case study of the European countries Luxembourg, Germany, Montenegro and Ireland","Stoffregen J.D., Pawlowski J.M., Ras E., Tobias E., Scepanovic S., Fitzpatrick D., Mehigan T., Steffens P., Przygoda C., Schilling P., Friedrich H., Moebs S.",00401625,"Technological Forecasting and Social Change",111, ,0,0,0,0,0,0,0,0,0,0,0,7,1,2,8,8,6,32,2,34
2016,"Mapping coastal land use changes 1965–2014: methods for handling historical thematic data","Comber A.J., Davies H., Pinder D., Whittow J.B., Woodhall A., Johnson S.C.M.",00202754,"Transactions of the Institute of British Geographers",41, 4,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,1,9,1,10
2016,"Personal MobileCoach: Tailoring behavioral interventions to the needs of individual participants","Barata F., Kowatsch T., Tinschert P., Filler A.",,"UbiComp 2016 Adjunct - Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing",, ,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,5,1,6
2016,"Practical recursive algorithms and flexible open-source applications for planning of smart distribution networks with Demand Response","Martinez Cesena E.A., Mancarella P.",23524677,"Sustainable Energy, Grids and Networks",7, ,0,0,0,0,0,0,0,0,0,0,3,4,6,0,4,1,0,18,1,19
2016,"Efficient computation of capillary-gravity generalised solitary waves","Dutykh D., Clamond D., Duran A.",01652125,"Wave Motion",65, ,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,4
2016,"Volume-Based Modelling of Fault Reactivation in Porous Media Using a Visco-Elastic Proxy Model","Beck M., Seitz G., Class H.",01693913,"Transport in Porous Media",114, 2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,2,0,10,1,11
2016,"Establishment of the ""pirate movement"" in the USA","Rovinskaya T.L.",01312227,"World Economy and International Relations",60, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"[Distributed log analysis on the cloud using MapReduce, Distribuirana analiza zapisa na oblaku primjenom MapReduce]","Aydin G., Hallac I.R.",13303651,"Tehnicki Vjesnik",23, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2016,"Estimates of global, regional, and national incidence, prevalence, and mortality of HIV, 1980–2015: the Global Burden of Disease Study 2015","Wang H., Wolock T.M., Carter A., Nguyen G., Kyu H.H., Gakidou E., Hay S.I., Msemburi W., Coates M.M., Mooney M.D., Fraser M.S., Sligar A., Larson H.J., Friedman J., Brown A., Dandona L., Fullman N., Haagsma J., Khalil I., Lim S.S., Mikesell J., Mokdad A.H., Moradi-Lakeh M., Pearson K., Silpakit N., Sorensen R.J.D., Temesgen A.M., Vollset S.E., Zoeckler L., Murray C.J.L., Alfonso-Cristancho R., Harun K.M., Prokop D.M., Mills E.J., Trickey A., Ajala O.N., Barnighausen T., Ding E.L., Farvid M.S., Thorne-Lyman A.L., Won S., Fitchett J.R.A., Salomon J., Abajobir A.A., Hoy D.G., Alam N.K.M., Abate K.H., Ghiwot T.T., Gebremedhin A.T., Abbas K.M., Abd El Razek M.M., Abd-Allah F., Abdulle A.M., Abera S.F., Melaku Y.A., Tesfay F.H., Abyu G.Y., Bayou T.A., Betsu B.D., Gebru A.A., Hailu G.B., Tekle T., Yalew A.Z., Yebyo H.G., Abubakar I., Aldridge R.W., Abu-Raddad L.J., Abu-Rmeileh N.M.E., Adebiyi A.O., Adedeji I.A., Adelekan A.L., Ojelabi F.A., Adofo K., Adou A.K., Akinyemiju T.F., Schwebel D.C., Singh J.A., Akseer N., Al Lami F.H., Al-Aly Z., Alam K., Weintraub R.G., Chiang P.P., Meretoja A., Lopez A.D., Wijeratne T., Driscoll T.R., Kemp A.H., Leigh J., Mekonnen A.B., Karema C.K., Alasfoor D., Aldhahri S.F.S., Terkawi A.S., Alegretti M.A., Aleman A.V., Alemu Z.A., Cooper C., Deribew A., Gething P.W., Ali R., Bennett D.A., Bisanzio D., Rahimi K., Alkerwi A., Alla F., Al-Raddadi R.M.S., Saeedi M.Y., Alsharif U., Alvarez E., Alvis-Guzman N., Amare A.T., Hoek H.W., Tura A.K., Ciobanu L.G., Tessema G.A., Amberbir A., Amegah A.K., Ammar W., Harb H.L., Amrock S.M., Antonio C.A.T., Anwari P., Arnlov J., Larsson A., Artaman A., Asayesh H., Asghar R.J., Assadi R., Atique S., Atkins L.S., Avokpaho E.F.G.A., Awasthi A., Bhatia E., Ayala B.P., Bacha U., Badawi A., Barac A., Basu A., Bayou Y.T., Bazargan-Hejazi S., Beardsley J., Bedi N., Santos I.S., Bensenor I.M., Lotufo P.A., Beyene A.S., Bhutta Z.A., Nisar M.I., Biadgilign S., Bikbov B., Birlik S.M., Brainin M., Brazinova A., Majdan M., Breitborde N.J.K., Oren E., Burch M., Butt Z.A., Campuzano J.C., Heredia-Pi I.B., Servan-Mori E.E., Cardenas R., Fereshtehnejad S., Kivipelto M., Weiderpass E., Carrero J.J., Havmoeller R., Sindi S., Castaneda-Orjuela C.A., Castillo Rivas J., Catala-Lopez F., Tabares-Seisdedos R., Chang H., Chang J., Chavan L., Chen W., Chibalabala M., Chisumpa V.H., Mapoma C.C., Masiye F., de Jager P., Petzold M., Choi J.J., Khang Y., Christopher D.J., Mohammed S., Dahiru T., Damtew S.A., Deribe K., Temam G., Jeemon P., Dandona R., Goenka S., Kumar G.A., Lal D.K., Murthy G.V.S., Zodpey S., das Neves J., Pereira D.M., De Leo D., Degenhardt L., Dellavalle R.P., Des Jarlais D.C., Dharmaratne S.D., Doshi P.P., Doyle K.E., Dubey M., Rahman M.H.U., Ram U., Yadav A.K., Elshrek Y.M., Elyazar I., Endries A.Y., Ermakov S.P., Eshrati B., Esteghamati A., Hafezi-Nejad N., Sheikhbahaei S., Farzadfar F., Kasaeian A., Malekzadeh R., Roshandel G., Sepanlou S.G., Rahimi-Movaghar V., Yaseri M., Faghmous I.D.A., Langan S.M., McKee M., Farinha C.S., Faro A., Fernandes J.C., Fischer F., Foigt N., Furst T., Majeed A., Gankpe F.G., Gebre T., Geleijnse J.M., Jibat T., Gessner B.D., Giroud M., Gishu M.D., Glaser E., Goodridge A., Gopalani S.V., Goto A., Gugnani H.C., Guimaraes M.D.C., Gupta R., Gupta V., Hagan H., Hamadeh R.R., Hamidi S., Hammami M., Hankey G.J., Hao Y., Harikrishnan S., Koyanagi A., Haro J.M., Hedayati M.T., Skirbekk V., Horino M., Horita N., Hosgood H.D., Hsairi M., Hu G., Huang H., Huang J.J., Iburg K.M., Idrisov B.T., Innos K., Iyer V.J., Jacobsen K.H., Jahanmehr N., Jakovljevic M.B., Javanbakht M., Jayatilleke A.U., Jha V., Jiang G., Jiang Y., Jonas J.B., Kabir Z., Kamal R., Kesavachandran C.N., She J., Zhang H., Kan H., Karch A., Karletsos D., Kaul A., Kawakami N., Shibuya K., Kayibanda J.F., Keiyoro P.N., Kengne A.P., Sliwa K., Mayosi B.M., Khader Y.S., Khan A.R., Khan E.A., Khubchandani J., Kim Y.J., Kinfu Y., Kokubo Y., Kosen S., Koul P.A., Kuate Defo B., Kucuk Bicer B., Kulkarni V.S., Lam H., Lam J.O., Tran B.X., Lansingh V.C., Leung R., Li Y., Lipshultz S.E., Wilkinson J.D., Liu S., Wang L., Yu S., Lloyd B.K., Logroscino G., Lunevicius R., Magdy H., Zaki M.E., Polinder S., Mahdavi M., Mahesh P.A., Marcenes W., Martinez-Raga J., Marzan M.B., Mason-Jones A.J., Meaney P.A., Mehndiratta M.M., Tedla B.A., Memiah P., Memish Z.A., Mendoza W., Meretoja T.J., Meretoja T.J., Mhimbira F.A., Miller T.R., Mirarefi M., Mohammad K.A., Monasta L., Mori R., Werdecker A., Mueller U.O., Westerman R., Murimira B., Naheed A., Naldi L., Nangia V., Nash D., Nawaz H., Nejjari C., Ngalesoni F.N., Ngirabega J.D., Nguyen Q.L., Norheim O.F., Norman R.E., Nyakarahuka L., Obermeyer C.M., Ogbo F.A., Oh I., Olusanya B.O., Olusanya J.O., Opio J.N., Ota E., Park H., Park J., Patil S.T., Patten S.B., Paul V.K., Roy A., Sagar R., Peprah E.K., Perico N., Remuzzi G., Pesudovs K., Phillips M.R., Simard E.P., Pillay J.D., Plass D., Pourmalek F., Qorbani M., Rafay A., Rana S.M., Rahman M., Rahman S.U., Rai R.K., Rajsic S., Rao P.V., Rojas-Rueda D., Ruhago G.M., Sunguya B.F., Saleh M.M., Sanabria J.R., Sarmiento-Suarez R., Sartorius B., Yakob B., Sawhney M., Schutte A.E., Seedat S., Wiysonge C.S., Shaikh M.A., Sharma R., Shen J., Shin H.H., Sigfusdottir I.D., Silva D.A.S., Silveira D.G.A., Singh O.P., Singh P.K., Soneji S., Soriano J.B., Soti D.O., Sreeramareddy C.T., Stathopoulou V., Steel N., Swaminathan S., Sykes B.L., Talongwa R.T., Tavakkoli M., Taye B., Thapa K., Thomson A.J., Tobe-Gai R., Topor-Madry R., Towbin J.A., Tsala Z., Tsilimparis N., Ukwaja K.N., Uneke C.J., Uthman O.A., Venketasubramanian N., Vladimirov S.K., Vlassov V.V., Wolfe C.D.A., Wong J.Q., Xu G., Yano Y., Yip P., Yonemoto N., Yoon S., Younis M.Z., Yu C., Zaidi Z., Zeeb H., Zhao Y., Zuhlke L.J.",23523018,"The Lancet HIV",3, 8,0,0,0,0,0,0,0,0,0,0,10,89,106,84,56,62,34,441,18,459
2016,"Who, where, when: the demographic and geographic distribution of bicycle crashes in West Yorkshire","Lovelace R., Roberts H., Kellar I.",13698478,"Transportation Research Part F: Traffic Psychology and Behaviour",41, ,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4,0,2,12,4,16
2016,"Infection counter: Automated quantification of in vitro virus replication by fluorescence microscopy","Culley S., Towers G.J., Selwood D.L., Henriques R., Grove J.",19994915,"Viruses",8, 7,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,5,14,1,15
2016,"Design and Implementation of a Low Cost Mini Quadrotor for Vision Based Maneuvers in GPS Denied Environments","Liu C., Prior S.D., Scanlan J.P.",23013850,"Unmanned Systems",4, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
2016,"RevBayes: Bayesian phylogenetic inference using graphical models and an interactive model-specification language","Hohna S., Landis M.J., Heath T.A., Boussau B., Lartillot N., Moore B.R., Huelsenbeck J.P., Ronquist F.",10635157,"Systematic Biology",65, 4,0,0,0,0,0,0,0,0,0,0,2,9,34,47,62,73,59,286,59,345
2016,"A methodology for linking 2D overland flow models with the sewer network model SWMM 5.1 based on dynamic link libraries","Leandro J., Martins R.",02731223,"Water Science and Technology",73, 12,0,0,0,0,0,0,0,0,0,0,0,6,10,11,14,20,18,79,13,92
2016,"A Toolbox for Rapid Quantitative Assessment of Chronological Lifespan and Survival in Saccharomyces cerevisiae","Chadwick S.R., Pananos A.D., Di Gregorio S.E., Park A.E., Etedali-Zadeh P., Duennwald M.L., Lajoie P.",13989219,"Traffic",17, 6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2,9,3,12
2016,"How to assess the benefits of connected vehicles? A simulation framework for the design of cooperative traffic management strategies","Gueriau M., Billot R., El Faouzi N.-E., Monteil J., Armetta F., Hassas S.",0968090X,"Transportation Research Part C: Emerging Technologies",67, ,0,0,0,0,0,0,0,0,0,0,3,12,17,20,26,17,19,114,13,127
2016,"Social innovation with open source software: User engagement and development challenges in India","Bhatt P., Ahmad A.J., Roomi M.A.",01664972,"Technovation",52-53, ,0,0,0,0,0,0,0,0,0,0,2,4,2,2,5,12,7,34,4,38
2016,"A new electrolytic pencil for the local cleaning of silver tarnish","Degrigny C., Jeanneret R., Witschard D., Baudin C., Bussy G., Carrel H.",00393630,"Studies in Conservation",61, 3,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,2,9,1,10
2016,"A numerical model for multiple detector energy dispersive X-ray spectroscopy in the transmission electron microscope","Xu W., Dycus J.H., Sang X., LeBeau J.M.",03043991,"Ultramicroscopy",164, ,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,2,14,3,17
2016,"skos-history: Exploiting Web Standards for Change Tracking in Knowledge Organization Systems","Neubert J.",,"WWW 2016 Companion - Proceedings of the 25th International Conference on World Wide Web",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Wikipedia Tools for Google Spreadsheets","Steiner T.",,"WWW 2016 Companion - Proceedings of the 25th International Conference on World Wide Web",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"moocRP: Enabling Open Learning Analytics with an Open Source Platform for Data Distribution, Analysis, and Visualization","Pardos Z.A., Whyte A., Kao K.",22111662,"Technology, Knowledge and Learning",21, 1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,3,13,2,15
2016,"Analytical and Decision Support Tools for Genomics-Assisted Breeding","Varshney R.K., Singh V.K., Hickey J.M., Xun X., Marshall D.F., Wang J., Edwards D., Ribaut J.-M.",13601385,"Trends in Plant Science",21, 4,0,0,0,0,0,0,0,0,0,0,3,3,7,8,7,10,6,44,3,47
2016,"Modelling economic losses of historic and present-day high-impact winter windstorms in Switzerland","Welker C., Martius O., Stucki P., Bresch D., Dierer S., Bronnimann S.",02806495,"Tellus, Series A: Dynamic Meteorology and Oceanography",68, ,0,0,0,0,0,0,0,0,0,0,1,2,3,4,2,2,1,15,1,16
2016,"SimPhy: Phylogenomic Simulation of Gene, Locus, and Species Trees","Mallo D., De Oliveira Martins L., Posada D.",10635157,"Systematic Biology",65, 2,0,0,0,0,0,0,0,0,0,0,4,6,13,9,14,10,17,73,13,86
2016,"Mobile-based expert system for selecting broiler farm location using PostGIS","Wijayanto A.K., Seminar K.B., Afnan R.",16936930,"Telkomnika (Telecommunication Computing Electronics and Control)",14, 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,3
2016,"SPICE engine analysis and circuit simulation application development","Chen B., Lu G., Wang Y.",16936930,"Telkomnika (Telecommunication Computing Electronics and Control)",14, 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2016,"DSIMA: A testbed for the quantitative analysis of interaction models within distribution networks","Mathieu S., Louveaux Q., Ernst D., Cornelusse B.",23524677,"Sustainable Energy, Grids and Networks",5, ,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,7,0,7
2016,"Rating prediction for software developers by integrating OSS community and crowd sourcing","Ohsawa S., Matsuo Y.",13460714,"Transactions of the Japanese Society for Artificial Intelligence",31, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"A distributed calibration algorithm for color and range camera networks","Basso F., Levorato R., Munaro M., Menegatti E.",1860949X,"Studies in Computational Intelligence",625, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"epiC: an extensible and scalable system for processing Big Data","Jiang D., Wu S., Chen G., Ooi B.C., Tan K.-L., Xu J.",10668888,"VLDB Journal",25, 1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,6,2,8
2016,"Simulating longitudinal ventilation flows in long tunnels: Comparison of full CFD and multi-scale modelling approaches in FDS6","Ang C.D.E., Rein G., Peiro J., Harrison R.",08867798,"Tunnelling and Underground Space Technology",52, ,0,0,0,0,0,0,0,0,0,0,0,7,12,6,7,8,4,44,5,49
2016,"Building a semantic role labelling system for Vietnamese","Pham T.-H., Pham X.-K., Le-Hong P.",,"The 10th International Conference on Digital Information Management, ICDIM 2015",, ,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,5,0,5
2016,"Representing and Reasoning with Qualitative Preferences: Tools and Applications","Santhanam G.R., Basu S., Honavar V.",19394608,"Synthesis Lectures on Artificial Intelligence and Machine Learning",31, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,6
2016,"Continuous Flow Liquid-Liquid Separation Using a Computer-Vision Control System: The Bromination of Enaminones with N -Bromosuccinimide","O'Brien M., Cooper D.",09365214,"Synlett",27, 1,0,0,0,0,0,0,0,0,0,0,2,7,4,3,6,3,0,25,2,27
2016,"Trust and Community in Open Source Software Production","Osterloh M., Rota S.",,"Trust and Community on the Internet: Opportunities and Restrictions for Online Cooperation",, ,0,0,0,1,1,0,3,1,2,0,1,1,2,0,0,2,0,14,0,14
2016,"Cloud Computing and Multiagent Systems, a Promising Relationship","De la Prieta F., Corchado J.M.",21976503,"Studies in Big Data",14, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,12,2,14
2016,"Planning with citizens: Implementation of an e-planning platform and analysis of research needs","Steiniger S., Poorazizi M.E., Hunter A.J.S.",21837635,"Urban Planning",1, 2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,5,13,5,18
2016,"GPS-collar tracking and geo-spatial modelling to analyze the effects of hydro-power development on reindeer herding in northen Finland","Colpaert A., Nykanen J.",10297456,"Vestnik Sankt-Peterburgskogo Universiteta, Seriya Geologiya i Geografiya",2016, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2016,"Computational journalism and the emergence of news platforms","Diakopoulos N.",,"The Routledge Companion to Digital Journalism Studies",, ,0,0,0,0,0,0,0,0,0,0,0,1,5,6,3,2,6,23,0,23
2016,"Designing difference: co-production of spaces of potentiality","Wolf G., Mahaffey N.",21837635,"Urban Planning",1, 1,0,0,0,0,0,0,0,0,0,0,0,1,5,2,2,2,3,15,1,16
2016,"Data merging for the cultural heritage imaging based on Chebfun approach","El Afrit M., Du Y.L., Del Pino R., Zhang G.",24096008,"Supercomputing Frontiers and Innovations",3, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Comparison of SUMO and SiMTraM for Indian Traffic Scenario Representation","Patel V., Chaturvedi M., Srivastava S.",23521457,"Transportation Research Procedia",17, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,5,0,5
2016,"Getting the human factor into traffic flow models: New open-source design to simulate next generation of traffic operations","Van Lint H., Schakel W., Tamminga G., Knoppers P., Verbraeck A.",03611981,"Transportation Research Record",2561, ,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,4,15,2,17
2016,"A novel approach using fuzzy self-organizing maps for detecting software faults","Czibula I.-G., Czibula G., Marian Z., Ionescu V.-S.",12201766,"Studies in Informatics and Control",25, 2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,6,0,6
2016,"Data aggregation gateway framework for CoAP group communications","Cha M., Kwon J.-H., Kim S., Shon T., Kim E.-J.",20738994,"Symmetry",8, 12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,5,0,5
2016,"Hadoop performance analysis on Raspberry Pi for DNA sequence alignment","Turana J.S., Sukoco H., Kusuma W.A.",16936930,"Telkomnika (Telecommunication Computing Electronics and Control)",14, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2
2016,"The continuous-flow synthesis of carbazate hydrazones using a simplified computer-vision controlled liquid–liquid extraction system","O'Brien M., Cooper D.A., Mhembere P.",00404039,"Tetrahedron Letters",57, 47,0,0,0,0,0,0,0,0,0,0,0,6,2,3,3,1,0,15,1,16
2016,"Open source, social activism and “Necessary trade-offs” in the digital enclosure: A case study of platform cooperative, Loomio.org","Jackson S., Kuehn K.M.",1726670X,"TripleC",14, 2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,8,2,16,2,18
2016,"[Use of colour management to achieve matching of prints on cotton fabric with simulation on paper, Uporaba barvnega upravljanja za dosego ujemanja odtisov na bombažni tkanini s simulacijo na papirju]","Veselic D., Forte Tavcer P.E., Javorsek D.",03513386,"Tekstilec",59, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Learning the language of biological sequences","Coste F.",,"Topics in Grammatical Inference",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,0,5
2016,"Engaging older adults in the visualization of sensor data facilitated by an open platform for connected devices","Bock C., Demiris G., Choi Y., Le T., Thompson H.J., Samuel A., Huang D.",09287329,"Technology and Health Care",24, 4,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,2,2,13,5,18
2016,"Horizon.KOM: A first step towards an open vehicular horizon provider","Burgstahler D., Peusens C., Boehnstedt D., Steinmetz R.",,"VEHITS 2016 - 2nd International Conference on Vehicle Technology and Intelligent Transport Systems, Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
2016,"Gravitational search algorithm-based dynamic economic dispatch by estimating transmission system losses using A-loss coefficients","Chinasamy Hemparuva R.J., Simon S.P., Kinattingal S., Panugothu S.R.N.",13000632,"Turkish Journal of Electrical Engineering and Computer Sciences",24, 5,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,7,0,7
2016,"An ‘open source’ networked identity. On young people’s construction and co-construction of identity on social network sites","Larsen M.C.",,"Youth 2.0: Social Media and Adolescence: Connecting, Sharing and Empowering",, ,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,1,4
2016,"Open source software adoption evaluation through feature level sentiment analysis using Twitter data","Ikram M.T., Butt N.A., Afzal M.T.",13000632,"Turkish Journal of Electrical Engineering and Computer Sciences",24, 5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,6,0,6
2016,"Improving freedom to operate in carrot breeding through the development of eight open source composite populations of carrot (Daucus carota L. var. sativus)","Luby C.H., Goldman I.L.",20711050,"Sustainability (Switzerland)",8, 5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,7,0,7
2016,"Integration of a three-dimensional process-based hydrological model into the object Modeling System","Formetta G., Capparelli G., David O., Green T.R., Rigon R.",20734441,"Water (Switzerland)",8, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,4
