2010,"Validation of a three-dimensional ablation and thermal response simulation code","Chen Y.-K., Milos F.S., Gokcen T.",,"10th AIAA/ASME Joint Thermophysics and Heat Transfer Conference",, ,0,0,0,0,0,1,2,0,1,2,3,2,4,2,1,1,3,22,0,22
2010,"Assessment of carbon-phenolic-in-air chemistry models for atmospheric re-entry","Martin A., Boyd I.D.",,"10th AIAA/ASME Joint Thermophysics and Heat Transfer Conference",, ,0,0,0,0,1,1,3,1,0,2,2,0,0,1,1,0,0,12,0,12
2010,"Development of a catalytic coating for a shuttle flight experiment","Stewart D.A., Gokcen T., Sepka S.A., Leiser D.B., Rezin M.D.",,"10th AIAA/ASME Joint Thermophysics and Heat Transfer Conference",, ,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,4,2,6
2010,"Interactions of single-nozzle sonic propulsive deceleration jets on mars entry aeroshells","Alkandry H., Boyd I.D., Reed E.M., Codoni J.R., McDaniel J.C.",,"10th AIAA/ASME Joint Thermophysics and Heat Transfer Conference",, ,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,0,7
2010,"Assessment of turbulent CFD against STS-128 hypersonic flight data","Wood W.A., Kleb W.L., Hyatt A.J.",,"10th AIAA/ASME Joint Thermophysics and Heat Transfer Conference",, ,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,4,0,4
2010,"Feasibility trial of a novel mobile cardiac rehabilitation application","Gay V., Leijdekkers P., Barin E.",,"12th IEEE International Conference on e-Health Networking, Application and Services, Healthcom 2010",, ,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,4,0,4
2010,"Technical development and clinical evaluation of intelligent continence management system at nursing home","Wai A.A.P., Victor F.S.F., Jayachandran M., Biswas J., Nugent C., Mulvenna M., Daqing Z., Craig D., Passmore P., Jer-Ens L., Yaps P.",,"12th IEEE International Conference on e-Health Networking, Application and Services, Healthcom 2010",, ,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,6,0,6
2010,"A user friendly implementation for efficiently conducting Hammersmith Infant Neurological Examination","Dogra D.P., Nandam K., Majumdar A.K., Sural S., Mukhopadhyay J., Majumdar B., Singh A., Mukherjee S.",,"12th IEEE International Conference on e-Health Networking, Application and Services, Healthcom 2010",, ,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,5,0,5
2010,"Challenges in the processing of audio channels for Ambient Assisted Living","Vacher M., Portet F., Fleury A., Noury N.",,"12th IEEE International Conference on e-Health Networking, Application and Services, Healthcom 2010",, ,0,0,0,0,0,2,0,2,3,4,2,7,2,4,0,1,2,29,1,30
2010,"A time-slot scheduling algorithm for e-Health wireless sensor networks","Gama O., Carvalho P., Mendes P.M.",,"12th IEEE International Conference on e-Health Networking, Application and Services, Healthcom 2010",, ,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,5,0,5
2010,"Introducing knowledge in the process of supervised classification of activities of Daily Living in Health Smart Homes","Fleury A., Noury N., Vacher M.",,"12th IEEE International Conference on e-Health Networking, Application and Services, Healthcom 2010",, ,0,0,0,0,0,1,0,4,1,3,2,2,0,1,1,2,0,17,1,18
2010,"The IEC-60870-5 standard for a personal server applied to telemedicine","Zubiete E.D., Rodriguez A.V.M., Gonzalez I.G., Romero O.R., Monge M.M.",,"12th IEEE International Conference on e-Health Networking, Application and Services, Healthcom 2010",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"A weighted call graph approach for finding relevant components in source code","Ahn S.-Y., Kang S., Baik J., Choi H.-J.",,"10th ACIS Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing, SNPD 2009, In conjunction with IWEA 2009 and WEACR 2009",, ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,3
2009,"Feature-modeling and aspect-oriented programming: Integration and automation","Lee K., Botterwecky G., Thiel S.",,"10th ACIS Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing, SNPD 2009, In conjunction with IWEA 2009 and WEACR 2009",, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,3
2009,"A max-min multiobjective technique to optimize model based test suite","Farooq U., Lam C.P.",,"10th ACIS Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing, SNPD 2009, In conjunction with IWEA 2009 and WEACR 2009",, ,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,7,1,8
2009,"A priority-based budget scheduler with conservative dataflow model","Steine M., Bekooij M., Wiggers M.",,"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",, ,0,0,0,2,0,4,1,0,1,4,1,1,0,3,0,0,0,17,0,17
2009,"Streaming reduction circuit","Gerards M., Kuper J., Kokkeler A., Molenkamp B.",,"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",, ,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,1,0,7,0,7
2009,"Representation of incompletely specified index generation functions using minimal number of compound variables","Sasao T., Nakamura T., Matsuura M.",,"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",, ,0,0,0,0,1,2,1,1,2,1,1,2,1,1,1,0,0,14,1,15
2009,"Composable resource sharing based on latency-rate servers","Akesson B., Hansson A., Goossens K.",,"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",, ,0,0,0,0,3,3,3,3,3,2,2,2,0,1,0,0,0,22,0,22
2009,"Thermal-aware test scheduling for core-based SoC in an abort-on-first-fail test environment","He Z., Peng Z., Eles P.",,"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",, ,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,5,0,5
2009,"Architecture-driven synthesis of reconfigurable cells","Wolinski C., Kuchcinski K., Raffin E., Charot F.",,"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",, ,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,0,0,9,0,9
2009,"A high performance hardware architecture for one bit transform based motion estimation","Akin A., Dogan Y., Hamzaoglu I.",,"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",, ,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,3
2009,"Design of a highly dependable beamforming chip","Zhang X., Kerkhoff H.G.",,"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",, ,0,0,0,1,4,0,1,0,0,2,1,0,0,0,0,0,0,9,0,9
2009,"Synthesizing reversible circuits for irreversible functions","Miller D.M., Wille R., Dueck G.W.",,"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",, ,0,0,0,0,3,2,1,1,1,1,4,1,0,0,0,0,0,14,1,15
2009,"xMAML: A modeling language for dynamically reconfigurable architectures","Lallet J., Pillement S., Sentieys O.",,"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",, ,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,5,0,5
2009,"Temperature- and cost-aware design of 3D multiprocessor architectures","Coskun A.K., Kahng A.B., Rosing T.S.",,"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",, ,0,0,0,0,2,5,3,1,1,1,0,1,1,0,0,1,0,16,0,16
2009,"The parallel sieve method for a virus scanning engine","Nakahara H., Sasao T., Matsuura M., Kawamura Y.",,"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",, ,0,0,0,1,1,2,1,1,2,0,0,1,0,1,1,0,0,11,1,12
2009,"A synthesisable quasi-delay insensitive result forwarding unit for an asynchronous processor","Tarazona L.A., Edwards D.A., Plana L.A.",,"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",, ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
2009,"Mean and standard deviation profiles for a single-server fifo queuing node carrying heterogeneous poisson and pareto traffic during a bandwidth probing event: Analysis vs. computer simulation","Tunnicliffe M.J., Hosseinpour M.",,"11th International Conference on Computer Modelling and Simulation, UKSim 2009",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Greedy dynamic crossover management in hardware accelerated genetic algorithm implementations using FPGA","Kher S., Ganesh T.S., Ramesh P., Somani A.K.",,"11th International Conference on Computer Modelling and Simulation, UKSim 2009",, ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2
2009,"Real-time tracking of packet-pair dispersion nodes using the kernel-density and gaussian-mixture models","Hosseiinpour M., Tunnicliffe M.J.",,"11th International Conference on Computer Modelling and Simulation, UKSim 2009",, ,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2009,"MDE between promises and challenges","Gherbi T., Meslati D., Borne I.",,"11th International Conference on Computer Modelling and Simulation, UKSim 2009",, ,0,0,0,0,1,2,2,2,1,0,2,2,1,0,0,0,0,13,1,14
2009,"ECN-capable TCP-friendly layered multicast multimedia delivery","Chodorek R.R., Chodorek A.",,"11th International Conference on Computer Modelling and Simulation, UKSim 2009",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2009,"An enhanced fuzzy-genetic algorithm to solve satisfiability problems","Villamizar J.F.S., Badr Y., Abraham A.",,"11th International Conference on Computer Modelling and Simulation, UKSim 2009",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2009,"Programming risk assessment models for online security evaluation Systems","Abraham A., Grosan C., Snasel V.",,"11th International Conference on Computer Modelling and Simulation, UKSim 2009",, ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2009,"A takagi-sugeno fuzzy model of a rudimentary angle controller for artillery fire","Bae J.Y., Badr Y., Abraham A.",,"11th International Conference on Computer Modelling and Simulation, UKSim 2009",, ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,3
2009,"Support vector machines for anatomical joint constraint modelling","Jenkins G.L., Dacey M.",,"11th International Conference on Computer Modelling and Simulation, UKSim 2009",, ,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4,0,4
2009,"MDE and Mobile agents: Another reflection on the agent migration","Gherbi T., Borne I., Meslati D.",,"11th International Conference on Computer Modelling and Simulation, UKSim 2009",, ,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,5,0,5
2009,"Simulation of the electrical operation of a lathe by using PI type regulators and bond-graph technique","Romero G., Felez J., Martinez M.L., Maroto J.",,"11th International Conference on Computer Modelling and Simulation, UKSim 2009",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"An innovative braille system keyboard for the visually impaired","Manohar P., Parthasarathy A.",,"11th International Conference on Computer Modelling and Simulation, UKSim 2009",, ,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,5,0,5
2009,"Harmfulness of code duplication - A structured review of the evidence","Hordijk W., Ponisio M.L., Wieringa R.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,7,0,7
2009,"Reference-based search strategies in systematic reviews","Skoglund M., Runeson P.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,0,0,4,4,6,2,2,4,2,4,2,2,3,3,38,1,39
2009,"Factors explaining external quality in 54 case studies of software development projects","Thomson C., Holcombe M.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2009,"Investigating the use of chronological splitting to compare software cross-company and single-company effort predictions: A replicated study","Mendes E., Lokan C.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,1,1,0,3,2,3,2,2,3,1,6,2,0,1,27,0,27
2009,"Empirical support for two refactoring studies using commercial C# software","Gatrell M., Counsell S., Hall T.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,0,1,0,1,1,1,2,0,1,1,0,0,0,0,8,1,9
2009,"Empirical validation of a requirements engineering process guide","Leuser J., Porta N., Bolz A., Raschke A.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,7,0,7
2009,"A literature review of expert problem solving using analogy","Mair C., Martincova M., Shepperd M.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,0,0,2,1,0,1,0,1,0,1,0,1,0,0,7,0,7
2009,"Building an expert-based web effort estimation model using Bayesian networks","Mendes E., Pollino C., Mosley N.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,0,4,1,4,4,2,1,1,1,0,3,0,0,0,21,0,21
2009,"Using systematic reviews and evidence-based software engineering with masters students","Oates B.J., Capper G.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,0,1,2,0,2,1,3,0,1,3,2,3,2,4,24,2,26
2009,"A quality checklist for technology-centred testing studies","Kitchenham B.A., Burn A.J., Li Z.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2009,"Does an 80:20 rule apply to java coupling?","Mubarak A., Counsell S., Hierons R.M.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,0,2,2,0,1,0,0,0,1,1,0,0,0,0,7,0,7
2009,"Using process mining metrics to measure noisy process fidelity","Thomson C., Gheorghe M.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2009,"Preliminary reporting guidelines for experience papers","Budgen D., Zhang C.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,0,0,2,3,2,0,0,0,1,1,2,0,1,0,12,0,12
2009,"A status report on the evaluation of variability management approaches","Chen L., Babar M.A., Cawley C.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,0,2,3,2,3,2,0,0,0,0,1,0,1,1,15,0,15
2009,"An evaluation of quality checklist proposals – A participant-observer case study","Kitchenham B.A., Brereton O.P., Budgen D., Li Z.",,"13th International Conference on Evaluation and Assessment in Software Engineering, EASE 2009",, ,0,0,0,1,3,0,0,1,1,0,1,2,2,3,1,1,2,18,1,19
2008,"TEM microstructural analysis of as-bonded copper ball bonds on aluminum metallization","Xu H., Liu C., Silberschmidt V.V., Chen Z.",,"10th Electronics Packaging Technology Conference, EPTC 2008",, ,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,4,1,5
2008,"Humidity effect on the degradation of packaged ultra-bright white LEDs","Tan C.M., Eric Chen B.K., Foo Y.Y., Chan R.Y., Xu G., Liu Y.J.",,"10th Electronics Packaging Technology Conference, EPTC 2008",, ,0,0,0,1,0,0,3,2,2,0,1,1,0,2,0,0,1,13,0,13
2008,"Fracture toughness assessment of a solder joint using Double cantilever beam specimens","Adeline P.C.L., Lim Z.X., Yantara N., Loo S., Tee T.Y., Tan C.M., Chen Z.",,"10th Electronics Packaging Technology Conference, EPTC 2008",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Wafer level hermetic bonding using Sn/In and Cu/Ti/Au metallization","Yu D., Yan L., Lee C., Choi W.K., Thew M.L., Foo C.K., Lau J.H.",,"10th Electronics Packaging Technology Conference, EPTC 2008",, ,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,7,0,7
2008,"A new creep model for SnAgCu lead-free composite solders: Incorporating back stress","Han Y.D., Jing H.Y., Nai S.M.L., Tan C.M., Wei J., Xu L.Y., Zhang S.R.",,"10th Electronics Packaging Technology Conference, EPTC 2008",, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2008,"Design of spectrally-efficient continuous phase modulations","Barbieri A., Fertonani D., Colavolpe G.",,"10th International Workshop on Signal Processing for Space Communications, SPSC 2008",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Optimizing the error recovery capabilities of LDPC-staircase codes featuring a Gaussian elimination decoding scheme","Cunche M., Roca V.",,"10th International Workshop on Signal Processing for Space Communications, SPSC 2008",, ,0,0,0,2,2,1,3,1,0,0,3,2,1,2,1,0,0,18,0,18
2008,"Quantum Key Distribution (QKD) using LEO and MEO satellites and decoy states","Moli L., Rodriguez A., Seco-Granados G., Lopez-Salcedo J.A.",,"10th International Workshop on Signal Processing for Space Communications, SPSC 2008",, ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,4
2008,"On multicarrier schemes for doubly-selective channels","Cero A., Barbieri A., Colavolpe G., Wylie-Green M.P.",,"10th International Workshop on Signal Processing for Space Communications, SPSC 2008",, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2
2008,"A tool for satellite communications: Advanced DVB-RCS/DVB-S2 system and protocol simulator","Boussemart V., Brandt H.",,"10th International Workshop on Signal Processing for Space Communications, SPSC 2008",, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2
2008,"A rain and scintillation Ka-band channel simulator","Sala J., Lamarca M., Lopez J.A., Rey F., Riba J., Vazquez G., Villares X., Jalon A.M., Rodriguez P.",,"10th International Workshop on Signal Processing for Space Communications, SPSC 2008",, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2
2008,"Concurrency engineering","Jesshope C., Shafarenko A.",,"13th IEEE Asia-Pacific Computer Systems Architecture Conference, ACSAC 2008",, ,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2008,"Hardware transactional memory system for parallel programming","Huayong W., Rui H., Kun W.",,"13th IEEE Asia-Pacific Computer Systems Architecture Conference, ACSAC 2008",, ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2008,"Analyzing the impact of data prefetching on chip multiprocessors","Fukumoto N., Mihara T., Inoue K., Murakami K.",,"13th IEEE Asia-Pacific Computer Systems Architecture Conference, ACSAC 2008",, ,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4
2008,"Pre-virtualization: Soft layering for virtual machines","Vasseur J.L., Uhlig V., Yang Y., Chapman M., Chubb P., Leslie B., Heiser G.",,"13th IEEE Asia-Pacific Computer Systems Architecture Conference, ACSAC 2008",, ,0,0,0,0,1,0,0,2,0,0,3,1,1,1,1,0,1,11,0,11
2008,"A partial memory protection scheme for higher effective yield of embedded memory for video data","Yi K., Cheng S.-Y., Kurdahi F., Eltawil A.",,"13th IEEE Asia-Pacific Computer Systems Architecture Conference, ACSAC 2008",, ,0,0,0,0,1,2,2,1,0,1,2,0,2,0,0,0,0,11,0,11
2008,"Distance laboratory applications ERRL: A study on radio communication in electronic field","Aydin C.C., Turkmen G., Ozyurt E., Aydm E.U., Cagiltay N.E., Ozbek M.E., Ceren Alparslan N., Kara A.",,"11th International Conference on Optimization of Electrical and Electronic Equipment, OPTIM 2008",, ,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,0,4
2008,"Control of a three-phase four-wire shunt-active power filter based on DC-bus energy regulation","Rodriguez P., Luna A., Teodorescu R., Blaabjerg F., Liserre M.",,"11th International Conference on Optimization of Electrical and Electronic Equipment, OPTIM 2008",, ,0,0,0,1,1,0,0,1,2,0,1,1,1,0,0,0,0,8,0,8
2008,"Power electronics control of wind energy in distributed power systems","Iov F., Ciobotaru M., Blaabjerg F.",,"11th International Conference on Optimization of Electrical and Electronic Equipment, OPTIM 2008",, ,0,0,0,1,1,4,3,3,2,1,3,1,0,2,1,1,1,24,0,24
2008,"Passive and active constant force-displacement characteristics and optimization of a long-stroke linear actuator","Encica L., Paulides J.J.H., Lomonova E.A.",,"11th International Conference on Optimization of Electrical and Electronic Equipment, OPTIM 2008",, ,0,0,0,1,1,2,0,0,0,0,1,0,1,0,1,0,0,7,0,7
2008,"An improved fitting algorithm for parametric macromodding from tabulated data","Triverio P., Grivet-Talocia S., Nakhla M.S.",,"12th IEEE Workshop on Signal Propagation on Interconnects, SPI",, ,0,0,1,3,5,3,2,0,0,0,0,0,1,0,0,2,0,17,0,17
2008,"Behavioral models of input/output buffers including core noise coupling","Stievano I.S., Siviero C., Canavero F.G., Maio I.A.",,"12th IEEE Workshop on Signal Propagation on Interconnects, SPI",, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2008,"Application of negative group delay active circuits to reduce the 50% propagation delay of RC-line model","Ravelo B., Perennec A., Roy M.L.",,"12th IEEE Workshop on Signal Propagation on Interconnects, SPI",, ,0,0,0,3,2,2,1,2,0,0,1,0,0,3,0,0,0,14,0,14
2008,"MOCHA, modelling and characterization for SiP - Signal and power integrity analysis","Girardi A., Conci A., Izzi R., Lessio T., Canavero F.G., Stievano I.S., Dudek H., Hardisty D., Tarantini M., Dieudonne M., Van Hese J., Cunha T.R., Pedro J.C., Gaquiere C., Vellas N.",,"12th IEEE Workshop on Signal Propagation on Interconnects, SPI",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Design and simulation of on-chip lossy transmission line pairs","Demeester T., De Zutter D.",,"12th IEEE Workshop on Signal Propagation on Interconnects, SPI",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Fuzzy system with increased accuracy suitable for FPGA implementaion","Govindasamy K., Neeli S., Wilamowski B.M.",,"12th International Conference on Intelligent Engineering Systems - Proceedings, INES 2008",, ,0,0,0,1,2,1,3,1,0,1,1,0,0,1,0,0,0,11,0,11
2008,"Impact of experience and team size on the quality of scenarios for architecture evaluation","Biffl S., Babar M.A., Winkler D.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2
2008,"Patterns of evolution in the practice of distributed software development: Quantitative results from a systematic review","Prikladnicki R., Damian D., Audy J.L.N.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,1,2,2,1,0,0,0,0,2,0,0,0,1,0,0,9,1,10
2008,"Adopting curvilinear component analysis to improve software cost estimation accuracy model, application strategy, and an experimental verification","Sarcia S.A., Cantone G., Basili V.R.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2
2008,"Investigating the use of chronological splitting to compare software cross-company and single-company effort predictions","Lokan C., Mendes E.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,3,0,3,2,0,1,0,0,3,1,2,1,2,0,18,0,18
2008,"Systematic mapping studies in software engineering","Petersen K., Feldt R., Mujtaba S., Mattsson M.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,2,7,25,35,67,71,113,121,150,198,252,223,236,252,1752,178,1930
2008,"Using a protocol template for case study planning","Brereton P., Kitchenham B., Budgen D., Li Z.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,5,6,5,6,4,6,5,4,5,2,7,9,7,9,80,5,85
2008,"A preliminary study of sequence effects in judgment-based software development work-effort estimation","Grimstad S., Jorgensen M.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3
2008,"A correlational study on four measures of requirements volatility","Loconsole A.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2008,"Empirical-WebGen; a web-based environment for the automatic generation of surveys and experiments","Novillo F., Garcia F., Rolon E., Ruiz F., Piattini M.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Flexibility in research designs in empirical software engineering","Kampenes V.B., Anda B., Dyba T.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,8,0,8
2008,"A follow-up empirical evaluation of evidence based software engineering by undergraduate students","Rainer A., Beecham S.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,1,1,1,2,1,1,1,0,1,0,2,1,1,1,14,2,16
2008,"Assessment of a framework for designing and evaluating security sensitive architecture","Babar M.A.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
2008,"Maximising data retention from the ISBSG repository","Deng K., MacDonell S.G.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,0,1,0,2,1,1,0,1,1,1,1,0,0,0,9,0,9
2008,"Lessons learnt undertaking a large-scale systematic literature review","Turner M., Kitchenham B., Budgen D., Brereton P.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,2,2,0,0,0,1,4,2,2,1,2,2,3,3,24,1,25
2008,"Evaluating structural criteria for testing mobile code","Delamaro M.E., Vincenzi A.M.R., Maldonado J.C.",,"12th International Conference on Evaluation and Assessment in Software Engineering, EASE 2008",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Theoretical interpretation of luminosity and spectral properties of GRB 031203","Bianco C.L., Bernardini M.G., Chardonnet P., Fraschetti F., Ruffini R., Xue S.-S.",,"11th Marcel Grossmann Meeting on Recent Developments in Theoretical and Experimental General Relativity, Gravitation and Relativistic Field Theories - Proc. of the MG11 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Solitonic and non-solitonic Q-stars","Verbin Y.",,"11th Marcel Grossmann Meeting on Recent Developments in Theoretical and Experimental General Relativity, Gravitation and Relativistic Field Theories - Proc. of the MG11 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Wormholes in the accelerating universe","Gonzalez-Diaz P.F., Martin-Moruno P.",,"11th Marcel Grossmann Meeting on Recent Developments in Theoretical and Experimental General Relativity, Gravitation and Relativistic Field Theories - Proc. of the MG11 Meeting on General Relativity",, ,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,4
2008,"The second post-newtonian order generalized kepler equation","Gergely L.A., Keresztes Z., Mikoczi B.",,"11th Marcel Grossmann Meeting on Recent Developments in Theoretical and Experimental General Relativity, Gravitation and Relativistic Field Theories - Proc. of the MG11 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Monodromy transform approach in the theory of integrable reductions of Einstein's field equations and some applications","Alekseev G.",,"11th Marcel Grossmann Meeting on Recent Developments in Theoretical and Experimental General Relativity, Gravitation and Relativistic Field Theories - Proc. of the MG11 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Secondary perturbation effects in keplerian accretion disks: Elliptical instability","Mukhopadhyay B.",,"11th Marcel Grossmann Meeting on Recent Developments in Theoretical and Experimental General Relativity, Gravitation and Relativistic Field Theories - Proc. of the MG11 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
