2005,"Hydrological consequences of Eucalyptus afforestation in the Argentine Pampas","Engel V., Jobbagy E.G., Stieglitz M., Williams M., Jackson R.B.",00431397,"Water Resources Research",41, 10,4,4,7,7,8,7,9,5,10,11,15,5,8,7,13,6,6,128,11,143
2005,"Biosorption of copper by Paenibacillus polymyxa cells and their exopolysaccharide","Prado Acosta M., Valdman E., Leite S.G.F., Battaglini F., Ruzal S.M.",09593993,"World Journal of Microbiology and Biotechnology",21, 6-7,1,1,3,7,8,7,3,6,1,3,2,3,6,1,4,7,3,65,3,69
2005,"Measurement of rate of expansion in the perception of radial motion","Wurfel J.D., Barraza J.F., Grzywacz N.M.",00426989,"Vision Research",45, 21,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,5,0,5
2005,"New records and combinations for neotropical Leptophlebiidae (Ephemeroptera)","Peters J.G., Flowers R.W., Hubbard M.D., Dominguez E., Savage H.M.",11755326,"Zootaxa",, 1054,2,1,0,1,1,0,0,2,0,2,1,2,1,1,2,0,0,14,0,16
2005,"Parametric decomposition of optic flow by humans","Barraza J.F., Grzywacz N.M.",00426989,"Vision Research",45, 19,1,2,2,0,1,1,0,0,0,1,0,1,2,1,0,1,0,12,0,13
2005,"Thraulodes basimaculatus sp. n., a new species of mayfly from Bolivia: (Ephemeroptera: Leptophlebiidae: Atalophlebiinae)","Giordano J.A., Dominguez E.",11755326,"Zootaxa",, 1040,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,1,0,7,0,7
2005,"Bio-feedback treatment of fecal incontinence: Where are we, and where are we going?","Chiarioni G., Ferri B., Morelli A., Iantorno G., Bassotti G.",10079327,"World Journal of Gastroenterology",11, 31,0,1,3,0,2,1,1,3,2,1,1,1,1,0,0,1,2,20,1,21
2005,"Factors affecting the efficacy of acrolein in irrigation channels in southern Argentina","Bentivegna D.J., Fernandez O.A.",00431737,"Weed Research",45, 4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3
2005,"Wear of different aluminum matrix composites under conditions that generate a mechanically mixed layer","Rosenberger M.R., Schvezov C.E., Forlerer E.",00431648,"Wear",259, 1-6,0,1,0,3,6,6,8,9,10,5,10,8,10,15,10,8,12,121,10,131
2005,"Transition metal promoted addition of methanol to cyanoguanidine. Molecular structure and properties of the generated copper(II) and nickel(II) complexes","Williams P.A.M., Ferrer E.G., Baeza N., Piro O.E., Castellano E.E., Baran E.J.",00442313,"Zeitschrift fur Anorganische und Allgemeine Chemie",631, 8,0,1,0,1,1,1,2,0,2,2,1,1,2,0,2,0,3,19,0,19
2005,"Glutamine is highly effective in preventing in vivo cobalt-induced oxidative stress in rat liver","Gonzales S., Polizio A.H., Erario M.A., Tomaro M.L.",10079327,"World Journal of Gastroenterology",11, 23,1,3,2,3,1,2,2,3,1,1,3,0,1,1,1,0,4,28,0,29
2005,"A taxonomic revision of South American species of the genus Stenostomum O. Schmidt (Platyhelminthes: Catenulida) based on morphological characters","Norena C., Damborenea C., Brusa F.",00244082,"Zoological Journal of the Linnean Society",144, 1,1,0,1,1,1,3,1,1,0,1,1,3,1,0,2,2,3,21,1,23
2005,"A new species of Rineloricaria (Siluriformes: Loricariidae) from the Paraná and Uruguay River basins, Misiones, Argentina","Rodriguez M.S., Miquelarena A.M.",11755326,"Zootaxa",, 945,0,2,5,0,1,0,1,1,0,0,0,0,0,0,0,0,1,11,0,11
2005,"Adenosine 5′triphosphate transport and accumulation during the cold preservation of rat hepatocytes in University of Wisconsin solution","Mamprin M.E., Vega F., Rodriguez J.V.",10079327,"World Journal of Gastroenterology",11, 13,1,1,3,3,1,0,1,0,0,0,1,0,0,1,0,0,1,12,0,13
2005,"Using thermal and hydrothermal time to model seedling emergence of Avena sterilis ssp. ludoviciana in Spain","Leguizamon E.S., Fernandez-Quintanilla C., Barroso J., Gonzalez-Andujar J.L.",00431737,"Weed Research",45, 2,0,3,1,6,1,2,4,4,9,1,2,1,2,1,3,5,1,46,1,47
2005,"Atrazine behaviour in the different pedological horizons of two Argentinean non-till soil profiles","Hang S., Barriuso E., Houot S.",00431737,"Weed Research",45, 2,0,2,0,3,3,0,0,1,1,0,0,1,1,0,0,0,2,14,0,14
2005,"Biotransformation of biphenyl by the filamentous fungus Talaromyces helicus","Romero M.C., Hammer E., Hanschke R., Arambarri A.M., Schauer F.",09593993,"World Journal of Microbiology and Biotechnology",21, 2,3,0,0,1,0,3,1,2,1,1,1,1,3,3,1,1,0,19,0,22
2005,"Economics","Palley P.D., Parcero M.E.",10614303,"Water Environment Research",77, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"Mean Amplitudes of Vibration of [NH3F]+and [NH3Cl]","Baran E.J.",09320784,"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences",60, 11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"Antifeedant/insecticidal terpenes from Asteraceae and Labiatae species native to Argentinean semi-arid lands","Gonzalez-Coloma A., Guadano A., Tonn C.E., Sosa M.E.",09395075,"Zeitschrift fur Naturforschung - Section C Journal of Biosciences",60, 11-12,1,1,4,2,1,1,2,3,2,3,3,1,2,2,2,0,3,32,3,36
2005,"Spiranoid withanolides from Jaborosa odonelliana and Jaborosa runcinata","Cirigliano A.M., Misico R.I.",09320776,"Zeitschrift fur Naturforschung - Section B Journal of Chemical Sciences",60, 8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,1,4
2005,"Mean amplitudes of vibration of phosphine borane and trifluorophosphine borane","Baran E.J.",09320784,"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences",60, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"Vibrational properties of tellurium tetrachloride","Baran E.J.",09320784,"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences",60, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"Metabolites from endophytes of the medicinal plant Erythrina crista-galli","Weber D., Gorzalczany S., Martino V., Acevedo C., Sterner O., Anke T.",09395075,"Zeitschrift fur Naturforschung - Section C Journal of Biosciences",60, 5-6,1,5,3,1,0,1,0,2,1,2,2,2,2,4,1,3,1,30,2,33
2005,"Structural data and vibrational spectra of the copper(II) complex of L-selenomethionine","Baran E.J.",09320776,"Zeitschrift fur Naturforschung - Section B Journal of Chemical Sciences",60, 6,0,1,1,1,1,2,1,0,2,2,1,1,2,1,3,2,5,26,3,29
2005,"One new prenylated furanone and other non polar constituents from Mutisia friesiana","Viturro C.I., De La Fuente J.R., Maier M.S.",09320776,"Zeitschrift fur Naturforschung - Section B Journal of Chemical Sciences",60, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"Feeding performance and foraging area of the Red-legged Cormorant","Gandini P., Frere E., Quintana F.",15244695,"Waterbirds",28, 1,3,0,4,1,2,1,1,0,1,1,1,0,0,0,0,0,0,12,0,15
2005,"Using canopy and understory mist nets and point counts to study bird assemblages in chaco forests","Derlindati E.J., Caziani S.M.",00435643,"Wilson Bulletin",117, 1,0,0,2,2,4,3,0,2,1,4,3,1,0,0,2,3,2,29,2,31
2005,"ALP inhibitors: Vanadyl(IV) complexes of ferulic and cinnamic acid","Ferrer E.G., Salinas M.V., Correa M.J., Vrdoljak F., Williams P.A.M.",09320776,"Zeitschrift fur Naturforschung - Section B Journal of Chemical Sciences",60, 3,1,0,0,0,2,0,0,0,1,4,1,2,2,3,0,2,2,19,1,21
2005,"Gas chromatography-mass spectrometry study of the essential oils of Schinus longifolia (Lindl.) Speg., Schinus fasciculata (Griseb.) I. M. Johnst., and Schinus areira L.","Murray A.P., Frontera M.A., Tomas M.A., Mulet M.C.",09395075,"Zeitschrift fur Naturforschung - Section C Journal of Biosciences",60, 1-2,1,0,3,2,5,1,2,2,2,2,3,2,0,0,0,0,1,25,0,26
2005,"Determination of L-shell intensity ratios for Yb, Hf and Ta by a parameter refinement method","Carreras A., Trincavelli J., Bonetto R., Castellano G.",00498246,"X-Ray Spectrometry",34, 2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
2005,"Larval morphology and biology of oxycorynine weevils and the higher phylogeny of Belidae (Coleoptera, Curculionoidea)","Marvaldi A.E.",03003256,"Zoologica Scripta",34, 1,3,3,1,2,0,2,0,1,2,0,1,0,2,0,0,0,0,14,1,18
2004,"Triclabendazole biotransformation and comparative diffusion of the parent drug and its oxidized metabolites into Fasciola hepatica","Mottier L., Virkel G., Solana H., Alvarez L., Salles J., Lanusse C.",00498254,"Xenobiotica",34, 11-12,5,1,3,9,7,4,4,3,2,1,2,3,0,4,0,2,1,46,1,52
2004,"Optimizing production of extracellular laccase from Grammothele subargentea CLPS No. 436 strain","Saparrat M.C.N.",09593993,"World Journal of Microbiology and Biotechnology",20, 6,2,2,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,10,0,12
2004,"Enterobius vermicularis infection among population of General Mansilla, Argentina","Pezzani B.C., Minvielle M.C., de Luca M.M., Cordoba M.A., Apezteguia M.C., Basualdo J.A.",10079327,"World Journal of Gastroenterology",10, 17,0,1,1,1,2,1,0,0,0,0,3,3,1,1,2,3,1,20,0,20
2004,"Preliminary studies on biological control of the blackpoint complex of wheat in Argentina","Monaco C., Sisterna M., Perello A., Dal Bello G.",09593993,"World Journal of Microbiology and Biotechnology",20, 3,2,2,3,3,1,2,1,0,0,1,3,2,0,2,4,1,1,26,2,30
2004,"Anoda cristata control with glyphosate in narrow- and wide-row soyabean","Puricelli E., Faccini D., Orioli G., Sabbatini M.R.",00431737,"Weed Research",44, 3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,7
2004,"Mitochondrial lipids in Bufo arenarum full-grown oocytes","Gili V., Alonso T.S.",09671994,"Zygote",12, 2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2004,"Hyperammonemia, brain edema and blood-brain barrier alterations in prehepatic portal hypertensive rats and paracetamol intoxication","Scorticati C., Prestifilippo J.P., Eizayaga F.X., Castro J.L., Romay S., Fernandez M.A., Lemberg A., Perazzo J.C.",10079327,"World Journal of Gastroenterology",10, 9,4,3,2,4,4,0,2,2,1,0,2,2,0,1,0,1,3,27,1,32
2004,"Species diversity and endemism in the Daphnia of Argentina: A genetic investigation","Adamowicz S.J., Hebert P.D.N., Marinone M.C.",00244082,"Zoological Journal of the Linnean Society",140, 2,9,5,5,6,5,6,3,7,5,7,6,5,5,3,3,1,4,76,5,90
2004,"Mean Amplitudes of Vibration of the trans-IO2F52-Anion","Baran E.J.",09320784,"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences",59, 7-8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3
2004,"Stand-level height-diameter equations for young ponderosa pine plantations in Neuquén, Patagonia, Argentina: Evaluating applications of equations developed in the western United States","Gonda H.E., Maguire D.A., Cortes G.O., Tesch S.D.",08856095,"Western Journal of Applied Forestry",19, 3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2004,"Antioxidant metabolites from Limonium brasiliense (Boiss.) kuntze","Murray A.P., Rodriguez S., Frontera M.A., Tomas M.A., Mulet M.C.",09395075,"Zeitschrift fur Naturforschung - Section C Journal of Biosciences",59, 7-8,0,1,5,0,0,1,1,4,3,6,3,7,4,5,2,5,4,51,2,53
2004,"Diving behavior and foraging areas of the neotropic cormorant at a marine colony in Patagonia, Argentina","Quintana F., Yorio P., Lisnizer N., Gatto A., Soria G.",00435643,"Wilson Bulletin",116, 1,2,2,3,3,0,1,4,0,1,0,1,1,1,1,0,2,0,20,0,22
2004,"Free radical scavengers and antioxidants from Tagetes mendocina","Schmeda-Hirschmann G., Tapia A., Theoduloz C., Rodriguez J., Lopez S., Feresin G.E.",09395075,"Zeitschrift fur Naturforschung - Section C Journal of Biosciences",59, 5-6,0,0,1,3,0,7,1,3,1,3,3,1,1,5,2,3,1,35,1,36
2004,"Vibrational Properties of Hydrogen Astatide, HAt","Baran E.J.",09320784,"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences",59, 3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,3
2004,"Reactor scale-up in AOPs: From laboratory to commercial scale","Zalazar C.S., Labas M.D., Martin C.A., Brandi R.J., Cassano A.E.",02731223,"Water Science and Technology",49, 4,0,1,0,0,0,0,3,0,0,0,0,0,2,1,0,0,2,9,1,10
2004,"Diving patterns in the Antarctic Shag","Casaux R.",15244695,"Waterbirds",27, 4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,5
2004,"Mean amplitudes of vibration of the trans-IO2F4- anion","Baran E.J.",09320784,"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences",59, 11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2003,"Ontogeny of a new Palaeogene pipid frog from southern South America and xenopodinomorph evolution","Baez A.M., Pugener L.A.",00244082,"Zoological Journal of the Linnean Society",139, 3,8,2,5,2,1,1,4,2,4,1,5,0,1,3,0,3,4,38,1,47
2003,"High proficiency in detecting the six major hepatitis C virus genotypes of laboratories involved in testing plasma by nucleic acid amplification technology","Gentili G., Pisani G., Saldanha J., Cristiano K., Wirz M., Bisso G.M., Mele C., Mincione T., Santirocco N., Streichert S., Frank K., Aberham C., Gessner M., Jochum C., Wymer K., Rushton P., Tassen S., Ord E., Jarvis L., Miceli M., Iudicone P., Salvoni G., Piani M., Tonnarelli B., Ghiazza P., Bressan F., Statuto M., Marini M., De Tomasi D., Sermisoni R., Gesson G., Barin P., Cambie G., Vignati L., De Luigi M.C., Mazzucco L., Manzini P., Valpreda G., Velati C., Stolz M., Scalia V., Shyamala V., Johnstone D., Gambelli D., Zucchini A., Gartner T., Broch I., Vitali S.",00429007,"Vox Sanguinis",85, 2,1,1,2,2,1,0,0,0,0,2,0,0,1,0,0,0,0,9,0,10
2003,"Phylogenetic analysis of the Camaenidae (Mollusca: Stylommatophora) with special emphasis on the American taxa","Cuezzo M.G.",00244082,"Zoological Journal of the Linnean Society",138, 4,2,2,2,2,2,1,2,1,1,2,2,5,4,0,1,0,0,27,0,29
2003,"Acute hepatitis C in a chronically HIV-infected patient: Evolution of different viral genomic regions","Flichman D., Kott V., Sookoian S., Campos R.",10079327,"World Journal of Gastroenterology",9, 7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2003,"Spurred anoda (anoda cristata) competition in narrow- And wide-row soybean (Glycine max)","Puricelli E.C., Faccini D.E., Orioli G.A., Sabbatini M.R.",0890037X,"Weed Technology",17, 3,4,2,1,0,0,1,3,1,0,1,1,2,1,2,1,1,1,18,1,23
2003,"Dexamethasone decreases plasma levels of the prochiral fenbendazole and its chiral and achiral metabolites in sheep","Sanchez S., Small J., Jones D.G., McKellar Q.A.",00498254,"Xenobiotica",33, 7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4
2003,"New rhenium(V) nitrofuryl semicarbazone complexes. Crystal structure of [ReOCl2(PPh3)(3-(5-Nitrofuryl)acroleine semicarbazone)]","Otero L., Noblia P., Gambino D., Cerecetto H., Gonzalez M., Sanchez-Delgado R., Castellano E.E., Piro O.E.",00442313,"Zeitschrift fur Anorganische und Allgemeine Chemie",629, 6,7,3,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,10,0,17
2003,"Analysis of three situations of the foehn effect over the Andes (Zonda wind) using the Eta-CPTEC regional model","Seluchi M.E., Norte F.A., Satyamurty P., Chou S.C.",08828156,"Weather and Forecasting",18, 3,3,1,1,3,1,5,1,4,3,2,1,6,5,3,5,4,3,48,6,57
2003,"An inexpensive instrument for sediment erosion-accumulation rate measurement in intertidal environments","Perillo G.M.E., Dos Santos E.P., Piccolo M.C.",09234861,"Wetlands Ecology and Management",11, 3,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,0,6,0,6
2003,"cDNA cloning, biochemical and phylogenetic characterization of β- and β' -subunits of Candida albicans protein kinase CK2","Zelada A., De Souza F.S.J., Walz K., Giasson L., Passeron S.",0749503X,"Yeast",20, 6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2003,"Temporal patterns in the diet and food partitioning in imperial cormorants (Phalacrocorax atriceps) and rock shags (P. magellanicus) breeding at Bahía Bustamante, Argentina","Punta G., Yorio P., Herrera G.",00435643,"Wilson Bulletin",115, 3,4,1,1,3,7,2,0,1,2,1,0,1,1,1,1,0,2,24,1,29
2003,"Are results of artificial nest experiments a valid indicator of success of natural nests?","Mezquida E.T., Marone L.",00435643,"Wilson Bulletin",115, 3,1,3,2,8,1,2,3,2,1,2,0,1,5,1,3,0,2,36,0,37
2003,"Fighting in female magellanic penguins: When, why, and who wins?","Renison D., Boersma D., Martella M.B.",00435643,"Wilson Bulletin",115, 1,2,0,1,0,2,0,0,0,0,0,0,0,2,1,1,0,0,7,0,9
2003,"Mean Amplitudes of Vibration of Some Octahedral MF6- Anions","Baran E.J.",09320784,"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences",58, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2003,"Fusarium species on seeds of Pinus taeda L. and Pinus elliottii Engelm. in Argentina","Lori G.A., Salerno M.I.",03408159,"Zeitschrift fur Pflanzenkrankheiten und Pflanzenschutz",110, 5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,4
2003,"Antifungal methylphenone derivatives and 5-methylcoumarins from Mutisia friesiana","Viturro C.I., De La Fuente J.R., Maier M.S.",09395075,"Zeitschrift fur Naturforschung - Section C Journal of Biosciences",58, 7-8,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,6,4,12
2003,"A Dc- phenotype encoded by an RHCE-D(5-7/8)-CE hybrid allele","Cotorruelo C.M., Biondi C.S., Garcia Borras S.E., Di Monaco R.A., Racca A.",00429007,"Vox Sanguinis",85, 2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,1,7
2003,"Prediction of reduced falloff curves for recombination reactions at low temperatures","Cobos C.J., Troe J.",09429352,"Zeitschrift fur Physikalische Chemie",217, 8,8,1,2,0,1,2,1,0,2,1,1,1,0,2,2,3,1,20,0,28
2003,"Foraging behavior and feeding locations of Imperial Cormorants and Rock Shags breeding sympatrically in Patagonia, Argentina","Sapoznikow A., Quintana F.",07386028,"Waterbirds",26, 2,5,3,4,1,3,2,2,0,3,0,2,1,2,1,1,1,0,26,0,31
2003,"Anasterocerebroside A, a new glucosylceramide from the Patagonian starfish Anasterias minuta","Chludil H.D., Seldes A.M., Maier M.S.",09395075,"Zeitschrift fur Naturforschung - Section C Journal of Biosciences",58, 5-6,2,1,0,0,1,1,0,1,2,0,0,0,0,0,0,1,1,8,0,10
2003,"Vibrational Properties of Bismutine, BiH3","Baran E.J.",09320784,"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences",58, 2-3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
2003,"An antiviral meliacarpin from leaves of Melia azedarach L.","Alche L.E., Ferek G.A., Meo M., Coto C.E., Maier M.S.",09395075,"Zeitschrift fur Naturforschung - Section C Journal of Biosciences",58, 3-4,8,0,1,4,5,2,4,2,5,3,1,1,5,0,0,4,7,44,3,55
2003,"Mean amplitudes of vibration of the halogen molecules","Baran E.J.",09320784,"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences",58, 1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,8
2002,"Convergent iterative schemes for a non-isentropic hydrodynamic model for semiconductors","Amster P., Pinnau R.",00442267,"ZAMM Zeitschrift fur Angewandte Mathematik und Mechanik",82, 8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,"Demography of Anoda cristata in wide- and narrow-row soyabean","Puricelli E., Orioli G., Sabbatini M.R.",00431737,"Weed Research",42, 6,4,1,3,0,1,0,1,0,0,1,0,2,1,2,0,0,1,13,0,17
2002,"Isolation and analysis of endophytic microorganisms in wheat (Triticum aestivum L.) leaves","Larran S., Perello A., Simon M.R., Moreno V.",09593993,"World Journal of Microbiology and Biotechnology",18, 7,8,3,5,4,1,4,7,8,12,2,15,3,7,6,13,5,6,101,7,116
2002,"Biological control of seedling bright of wheat caused by Fusarium graminearum with beneficial rhizosphere microorganisms","Dal Bello G.M., Monaco C.I., Simon M.R.",09593993,"World Journal of Microbiology and Biotechnology",18, 7,9,3,7,4,2,2,1,8,1,7,12,4,6,4,3,4,9,77,7,93
2002,"Sinorhizobium fredii cultured in media supplemented with Amaranthus cruentus L. seed meal and bacterial cell survival in liquid and peat based inoculum","Videira L.B., Pastor M.D., Lorda G., Iriarte L., Balatti P.A.",09593993,"World Journal of Microbiology and Biotechnology",18, 3,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,7,0,8
2002,"Ultrastructural characteristics of the follicle cell-oocyte interface in the oogenesis of Ceratophrys cranwelli","Villecco E.I., Genta S.B., Sanchez Riera A.N., Sanchez S.S.",09671994,"Zygote",10, 2,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7,1,8
2002,"Qualitative models to predict impacts of human interventions in a wetland ecosystem","Loiselle S., Hull V., Permingeat E., Falcucci M., Rossi C.",13991183,"Web Ecology",3, ,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,5,0,6
2002,"Different analytical methodologies for the preconcentration and determination of trace chromium by XRF in medicinal herbs with effects on metabolism","Lopez De Ruiz R.E., Olsina R.A., Masi A.N.",00498246,"X-Ray Spectrometry",31, 2,5,0,1,1,0,1,0,1,1,2,1,0,0,0,0,0,1,9,0,14
2002,"Determining sex of Magellanic Penguins using molecular procedures and discriminant functions","Bertellotti M., Tella J.L., Godoy J.A., Blanco G., Forero M.G., Donazar J.S., Ceballos O.",07386028,"Waterbirds",25, 4,5,5,3,3,2,4,2,5,7,2,3,7,2,8,5,3,2,63,1,69
2002,"Cadmium removal capacities of filamentous soil fungi isolated from industrially polluted sediments, in La Plata (Argentina)","Massaccesi G., Romero M.C., Cazau M.C., Bucsinszky A.M.",09593993,"World Journal of Microbiology and Biotechnology",18, 9,5,3,3,5,3,4,4,5,3,3,1,7,7,5,2,3,12,70,2,77
2002,"On the use of portfolio risk models and capital requirements in emerging markets: The case of Argentina","Balzarotti V., Falkenheim M., Powell A.",02586770,"World Bank Economic Review",16, 2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,3
2002,"Degradation of aqueous 4-chloroaniline by ozonolysis and combined γ-rays-ozone processing","Sanchez M., Getoff N., Sumegi L., Zona R.",09395075,"Zeitschrift fur Naturforschung - Section C Journal of Biosciences",57, 11-12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2002,"A modified method to determine biomass concentration as COD in pure cultures and in activated sludge systems","Contreras E.M., Bertola N.C., Giannuzzi L., Zaritzky N.E.",03784738,"Water SA",28, 4,8,2,3,1,1,0,1,0,6,2,5,1,2,5,0,2,3,34,2,44
2002,"Foraging behavior and microhabitat use of birds inhabiting coastal woodlands in eastcentral Argentina","Cueto V.R., De Casenave J.L.",00435643,"Wilson Bulletin",114, 3,2,0,2,2,1,0,2,1,1,0,1,1,1,1,2,1,0,16,0,18
2002,"In situ tests for water quality assessment: A case study in Pampean rivers","Graca M.A.S., Rodrigues-Capitulo A., Ocon C., Gomez N.",00431354,"Water Research",36, 16,4,2,1,4,1,3,4,3,5,1,1,1,4,0,1,0,1,32,1,37
2002,"Low temperature crystal structure of natural diosgenone","Piro O.E., Castellano E.E., Tobon Zapata G.E., Blair Trujillo S., Baran E.J.",09395075,"Zeitschrift fur Naturforschung - Section C Journal of Biosciences",57, 9-10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
2002,"Indirect method for the determination of x-ray tube primary spectra: Application to x-ray fluorescence analysis","Delgado V.",00498246,"X-Ray Spectrometry",31, 5,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,5
2002,"Mean Amplitudes of Vibration of F3ClO","Baran E.J.",09320784,"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences",57, 3-4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2002,"Multinuclear (1H, 13C and 15N) magnetic resonance spectroscopy and substituent effects on N-phenoxyethylanilines","Jios J.L., Romanelli G.P., Autino J.C., Magiera D., Duddeck H.",09320776,"Zeitschrift fur Naturforschung - Section B Journal of Chemical Sciences",57, 2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5
2002,"How different is the efficiency of public and private water companies in Asia?","Estache A., Rossi M.A.",02586770,"World Bank Economic Review",16, 1,20,10,15,16,16,12,9,8,11,7,6,6,8,4,9,5,6,148,2,170
2002,"A new Brazilian Schendylid Centipede (Chilopoda: Geophilomorpha) with unusually structured antennae","Pereira L.A., Foddai D., Minelli A.",00445231,"Zoologischer Anzeiger",241, 1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,3
2002,"The unbalanced Uruguay round outcome: The new areas in future WTO negotiations","Finger J.M., Nogues J.J.",03785920,"World Economy",25, 3,13,5,3,3,7,3,2,2,1,2,3,2,2,2,2,2,3,44,0,57
2002,"Parameter refinement in the analysis of X-ray irradiated samples","Carreras A., Bonetto R., Stutz G., Trincavelli J., Castellano G.",00498246,"X-Ray Spectrometry",31, 2,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9
2002,"Optimization of K-shell intensity ratios in electron probe microanalysis","Castellano G., Bonetto R., Trincavelli J., Vasconcellos M., Campos C.",00498246,"X-Ray Spectrometry",31, 2,2,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,1,8
2001,"Effect of aluminum sulfate and cationic polyelectrolytes on the destabilization of emulsified wastes","Pinotti A., Zaritzky N.",0956053X,"Waste Management",21, 6,16,5,8,7,6,5,3,1,4,3,5,3,4,8,6,5,4,77,0,93
2001,"The time course of the lower threshold of motion during rapid events of adaptation","Barraza J.F., Colombo E.M.",00426989,"Vision Research",41, 9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,4
2001,"Mean amplitudes of vibration of BrO2F-2 IO2F-2","Baran E.J.",09320784,"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences",56, 8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
2001,"Mean amplitudes of vibration of iodine trifluoride","Baran E.J.",09320784,"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences",56, 3-4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3
2001,"Error evaluation of NCEP and LAHM regional model daily forecasts over southern South America","Saulo A.C., Seluchi M., Campetella C., Ferreira L.",08828156,"Weather and Forecasting",16, 6,3,0,0,0,1,0,0,0,4,1,1,0,0,0,0,0,1,8,0,11
2001,"Extracellular lipolytic activity in Phoma glomerata","Pollero R.J., Gaspar M.L., Cabello M.",09593993,"World Journal of Microbiology and Biotechnology",17, 8,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4,1,5
2001,"Optimization of parameters in electron probe microanalysis","Bonetto R., Castellano G., Trincavelli J.",00498246,"X-Ray Spectrometry",30, 5,6,1,4,0,3,0,4,0,2,0,1,2,0,3,2,0,1,23,2,31
